observationID;observationTimestamp;observationPerson;observationPersonRole;observationStatus;observationNotes;animalCount;animalTaxonID;animalIsDomesticated;animalScientificName;animalVernacularName;animalSex;animalAge;animalBehavior;animalIndividualName;animalIndividualNotes;sequenceID;sequenceStart;sequenceEnd;sequenceDuration;sequenceYear;sequenceMonth;sequenceWeek;sequenceDay;sequenceLink;sequenceAssetsCount;sequenceIsBlank;sequenceIsSetupPickup;sequenceIsUnknown;deploymentID;deploymentStart;deploymentEnd;deploymentDuration;deploymentTags;deploymentCameraID;deploymentCameraMake;deploymentCameraModel;deploymentCameraSerialNumber;deploymentCameraYearPurchase;deploymentCameraHeight;deploymentDetectionDistance;deploymentPersonDeploy;deploymentPersonPickup;deploymentNotes;deploymentSamplingPoint;deploymentLatitude;deploymentLongitude
9c1360bc-1cef-4d46-b395-ae4fba4f9d3a;2018-06-01T08:51:21.793Z;louis  Binon;VOLUNTEER;unvalidated;;1;21934875;No;Sus scrofa;wild boar;male;adult;;;;dd77da24-498b-43a5-a3b3-3ea033476638;2018-04-26T23:43:41.000Z;2018-04-26T23:44:02.000Z;21000;2018;4;17;26;https://www.agouti.eu/#/project/91e1e104-a296-461e-af79-eeb6cb3e6c7f/annotate/sequence/dd77da24-498b-43a5-a3b3-3ea033476638;20;No;No;No;018549d3-e045-421b-baef-42557e55c470;"""2018-03-30T13:32:34.000Z""";"""2018-05-01T11:09:36.000Z""";2756222000;Meerdaal Oost;ce1646fb-d398-4722-abd9-012b254d5101;Reconyx;Hyperfire 600;;;15;1500;;;;2018_1_1006;50.807776;4.718606
eb3cf5dd-1d4f-4483-9305-21e528f01f03;2018-06-01T08:51:55.513Z;louis  Binon;VOLUNTEER;unvalidated;;1;21934760;No;Capreolus capreolus;western roe deer;male;adult;;;;cabedf6e-722e-4c93-927f-f12dfe0f8c1e;2018-04-28T04:28:53.000Z;2018-04-28T04:28:59.000Z;6000;2018;4;17;28;https://www.agouti.eu/#/project/91e1e104-a296-461e-af79-eeb6cb3e6c7f/annotate/sequence/cabedf6e-722e-4c93-927f-f12dfe0f8c1e;10;No;No;No;018549d3-e045-421b-baef-42557e55c470;"""2018-03-30T13:32:34.000Z""";"""2018-05-01T11:09:36.000Z""";2756222000;Meerdaal Oost;ce1646fb-d398-4722-abd9-012b254d5101;Reconyx;Hyperfire 600;;;15;1500;;;;2018_1_1006;50.807776;4.718606
