"sequenceId","deploymentid","samplingpoint","projectname","organisationname","isblank","issetuppickup","isunknown","sequencestart","sequenceend","countassets"
"9cddf516-7737-4b06-bb02-664b76796475","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:23 07:36:06""","""2019:11:23 07:36:11""","10"
"c635e5d4-376f-454d-91d1-90a2296cffd7","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:26 22:18:07""","""2019:11:26 22:18:13""","10"
"24cc6918-6b3f-47f8-b78c-c77f31de1266","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:28 17:33:42""","""2019:11:28 17:33:48""","10"
"890ce042-3376-4e5b-9666-28ee9ae19fb3","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:30 06:09:23""","""2019:11:30 06:09:29""","10"
"0a0e6327-230c-4eb1-8e56-37ff39488708","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 07:36:17""","""2019:12:07 07:36:23""","10"
"57f4d9da-ba6d-4437-af3d-36057c0ee4fe","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 06:43:59""","""2019:12:07 06:44:05""","10"
"12de6c3a-e931-426e-8a60-082fd514579d","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 17:37:54""","""2019:12:07 17:38:00""","10"
"729a487e-2bb3-49b0-aa2c-76e03f1835ff","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:01 23:27:33""","""2019:12:01 23:27:38""","10"
"8e0bf2e8-a68f-4406-854c-96bce306e2e9","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2020:01:18 09:20:45""","""2020:01:18 09:20:51""","10"
"c76f2ed0-4d86-487f-89e6-7e20ed2d7d3e","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:20 03:44:35""","""2020:01:20 03:44:41""","10"
"8767abba-4ab3-402a-a8e6-7873cf0af57e","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","false","true","false","""2020:02:11 14:14:55""","""2020:02:11 14:15:01""","10"
"87cd9d07-edcd-4f11-84c7-5d26363cd85f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:17 22:14:19""","""2019:12:17 22:15:01""","20"
"8c5d92e7-d1c1-47d0-a96e-256460331a6e","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:20 00:47:55""","""2020:01:20 00:52:12""","50"
"dec58107-f538-456b-ba77-c4e56f94a3d7","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:28 20:57:28""","""2019:12:28 20:57:36""","10"
"82de667d-41c6-48eb-a323-ece75ac12727","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 06:53:12""","""2019:12:07 06:53:17""","10"
"60a59feb-b10e-44c2-afc4-031a5229dfb7","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:17 20:50:53""","""2019:12:17 20:50:59""","10"
"e0b54ad2-c803-4849-9a51-1322a229cda6","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:20 01:12:25""","""2019:12:20 01:12:31""","10"
"ba279ce1-908e-40bd-b6eb-4a9ebf8f798f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:30 01:42:07""","""2019:12:30 01:42:12""","10"
"5b2899fd-c7d7-4a9c-9e3b-68165e48e88f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:12:29 01:05:26""","""2019:12:29 01:05:34""","10"
"749fb854-b4e2-41f4-8e90-52cf4e23e9cb","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:22 21:38:35""","""2019:11:22 21:38:41""","10"
"6484f0db-88b3-4e8c-bc51-74d8736fb04b","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 00:31:09""","""2019:12:07 00:31:15""","10"
"95e4e4f4-8459-4804-aa8f-8d1ce5f4385c","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:26 21:13:02""","""2019:11:26 21:13:07""","10"
"44a6c2f0-f5d5-4f2f-b5a2-43466fc7e630","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:09 12:50:19""","""2019:12:09 12:50:25""","10"
"8bcd0eed-63e5-41f6-8cc6-28ed72cf263f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:02:04 11:45:09""","""2020:02:04 11:45:14""","10"
"c06e37e2-6216-4c7a-b65a-a295310c5985","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:02:06 07:17:08""","""2020:02:06 07:17:13""","10"
"6c78fbfc-acab-439c-a1b1-1049d1eeec1b","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:02 01:03:49""","""2019:12:02 01:04:09""","20"
"8aea7239-5896-4287-999f-5b15e9de7219","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:08 21:33:34""","""2020:01:08 21:34:24""","20"
"b7c5ad27-2c7e-4eec-8469-bf6b85d631ac","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:18 23:08:39""","""2020:01:18 23:09:35""","30"
"f04bdf97-dcfb-4a08-b534-9530d1d2519d","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:23 02:33:34""","""2019:11:23 02:33:39""","10"
"0177e482-d08a-4753-aefd-ed972c07bab5","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:02 03:35:13""","""2019:12:02 03:35:18""","10"
"626eb59d-d983-4b76-a8ff-42d2e90e6ec5","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:23 05:35:19""","""2019:11:23 05:35:31""","20"
"e96e39d1-2627-4e68-9b43-1d31e5ca7acb","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:03 23:18:37""","""2019:12:03 23:18:43""","10"
"a32a4804-7d71-4117-92da-ac64d2f1a46a","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:28 17:37:07""","""2019:11:28 17:37:13""","10"
"eb9f1163-4616-4a65-849d-fc2bbda30f52","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:26 21:05:56""","""2019:11:26 21:06:02""","10"
"51e4458c-dd28-4102-8c8f-442d1bfc7cfa","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:30 04:02:39""","""2019:11:30 04:02:45""","10"
"11f36a8f-21c3-4a2b-bfe0-08c4bbfcdd0a","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:26 21:31:49""","""2019:11:26 21:31:54""","10"
"a06e03fc-ee8b-48ad-8945-5de47982b133","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:23 00:42:15""","""2019:11:23 00:42:20""","10"
"8f1c4b65-4052-4b31-92d5-5bdab838a857","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:26 21:38:34""","""2019:11:26 21:38:40""","10"
"2daa2fd3-4589-42e5-af8a-f450740e3176","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:30 03:49:45""","""2019:11:30 03:49:52""","10"
"b53ce01a-3656-4c68-b3f3-f122ae9637af","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:01 22:56:41""","""2019:12:01 22:56:47""","10"
"1db0708d-c9ab-4aad-8647-82dd11395a63","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:02 03:58:26""","""2019:12:02 03:58:31""","10"
"709580bc-65eb-43f6-8807-a9d0537f02f5","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:22 21:14:46""","""2019:11:22 21:14:51""","10"
"2023fe67-7813-42a1-ab3e-3c55a96d8a0d","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:01 23:43:00""","""2019:12:01 23:43:05""","10"
"777be427-e917-4342-af79-0003963ac772","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:03 22:27:43""","""2019:12:03 22:27:49""","10"
"1893fbc9-51af-4594-9406-2bf6e6e1ba85","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 05:34:08""","""2019:12:07 05:34:13""","10"
"d70376df-41b1-4d35-9f9a-2d1d73ac713f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:23 04:58:25""","""2019:11:23 04:58:31""","10"
"bbe53011-d9cf-47fe-8a9a-84f354dd1d75","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:27 02:43:11""","""2019:11:27 02:43:16""","10"
"09497cc4-fe5e-4aba-bc18-e866e99e04f4","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:29 22:41:43""","""2019:11:29 22:41:49""","10"
"bc14aefc-14ab-489b-9ca9-a075b8e5bc1a","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:23 02:40:22""","""2019:11:23 02:40:28""","10"
"d8733a1c-04db-4993-a5a7-487a0517d7f8","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:08 14:27:10""","""2019:12:08 14:27:16""","10"
"3d7c82dc-a663-46f2-ae12-88628b6554a1","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:30 07:23:45""","""2019:11:30 07:23:52""","10"
"b9607878-2df2-463d-9d83-edfe29845799","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:17 21:09:23""","""2019:12:17 21:09:28""","10"
"d31347b9-c2ef-41e6-916d-b8e0552e149a","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:06 21:53:03""","""2019:12:06 21:53:09""","10"
"75b24b97-55ba-4cf6-99ac-c251c67ba066","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","false","false","true","""2019:12:08 10:21:35""","""2019:12:08 10:21:40""","10"
"06218a77-1d90-4a8d-b8f2-bd00385ef5a7","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:03 01:20:34""","""2019:12:03 01:20:39""","10"
"64312630-d618-4ed4-afb2-962fa1188174","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 23:37:54""","""2019:12:07 23:37:59""","10"
"a19826ae-5c4d-48a6-a838-f42ee1c1be29","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:10 20:52:34""","""2019:12:10 20:52:40""","10"
"02ee1fe9-2243-4bd2-aea9-a2dc839f5f74","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:31 06:02:26""","""2019:12:31 06:02:31""","10"
"d802ac65-8505-40b6-96af-d9a6a0c6650b","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","false","false","true","""2019:12:09 08:46:41""","""2019:12:09 08:46:48""","10"
"162f8b49-ba43-4a96-a6ee-5ba58354e9d8","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:17 17:27:49""","""2019:12:17 17:27:54""","10"
"e67f9913-5c2e-46ee-b0ce-334aa4cac961","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:16 04:04:01""","""2020:01:16 04:04:07""","10"
"ba913684-4e03-4331-9b80-b557f16a8e14","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 19:14:22""","""2019:12:07 19:14:28""","10"
"5537a8f7-035f-4401-8fb9-f81f31856a02","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:09 11:18:36""","""2019:12:09 11:18:42""","10"
"75888d93-e488-47ce-adce-7f96bcf82d4f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 00:01:16""","""2019:12:07 00:01:21""","10"
"7c99cbaa-335f-4ce0-af0f-735164ad4500","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:20 05:40:43""","""2019:12:20 05:40:48""","10"
"ffe35cd2-060c-47fd-8d62-42ad7df98479","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:02:07 07:57:55""","""2020:02:07 07:58:01""","10"
"1a2b3d2b-7081-4230-9af6-882352c6e6cf","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:07 23:06:28""","""2019:12:07 23:06:33""","10"
"ebce206a-afd1-424b-93b8-f5cea5d42e21","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:09 20:09:58""","""2019:12:09 20:10:03""","10"
"87cd31a6-ebf8-4777-82c6-ee4a1f274f8e","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:20 02:06:04""","""2020:01:20 02:06:09""","10"
"033e7a73-4862-457f-86b7-2d4c313a286f","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:15 04:55:19""","""2019:12:15 04:55:25""","10"
"86eef3b1-194a-497d-b503-fdfd1c35e6f5","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:19 17:11:26""","""2019:12:19 17:11:31""","10"
"0a7eefc1-c6a0-4769-bc24-f3743d6b33fd","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:29 20:15:00""","""2019:12:29 20:15:06""","10"
"ff322279-db66-4220-b1b9-9ba269752782","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:16 03:55:38""","""2020:01:16 03:55:44""","10"
"bb68143f-73c3-474b-92bc-7b86f9ce1e22","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:17 17:58:47""","""2019:12:17 17:58:52""","10"
"3bfa74e0-df89-4f29-a313-2eb405949058","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:26 07:27:21""","""2019:12:26 07:27:28""","10"
"7008cfc3-7e0c-4e80-af04-a10ce41c380d","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:18 23:04:50""","""2020:01:18 23:04:55""","10"
"2e25b9f6-ce6e-4e3f-ae26-026a04639ec1","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:19 23:46:12""","""2020:01:19 23:46:18""","10"
"91fc28dd-d175-4e3c-81d3-b0f39fae9a24","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:17 21:29:40""","""2019:12:17 21:29:45""","10"
"1b09f539-d09c-49c1-951a-dc35f6b45d6d","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:12:29 03:40:21""","""2019:12:29 03:40:27""","10"
"d07a5994-5b29-41b8-aa6f-b3a527849d95","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:16 04:00:55""","""2020:01:16 04:01:01""","10"
"6a0083fe-6ab1-4315-ac6e-3f8218432abf","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:19 04:27:34""","""2020:01:19 04:27:39""","10"
"4933aba8-c473-4d41-bf2a-cbef77983fec","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:01:20 00:35:35""","""2020:01:20 00:35:52""","20"
"edf33a84-907f-4490-bf80-028a4c0970cb","05c05f7b-6c38-4a06-a3b0-145de226c8ad","Mica Viane","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2020:02:06 07:09:49""","""2020:02:06 07:09:55""","10"
