"sequenceId","deploymentid","samplingpoint","projectname","organisationname","isblank","issetuppickup","isunknown","sequencestart","sequenceend","countassets"
"2c5d87f4-b3ce-4e1a-a001-064e3a268e73","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:07 07:36:16""","""2019:11:07 07:37:12""","20"
"04de5c4a-81f7-4f7f-8f4a-d0319edfae53","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:07 08:10:33""","""2019:11:07 08:11:24""","40"
"a7ece182-85d6-43a4-a7b4-158223ec36f8","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:07 08:28:47""","""2019:11:07 08:29:55""","20"
"33819d47-8028-4af2-a67f-e58fc022ba86","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 13:22:03""","""2019:11:07 13:22:08""","10"
"841c9ee7-5e26-4979-8fb9-20bde08b8024","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 13:26:17""","""2019:11:07 13:26:21""","10"
"2977674c-f134-4fd1-b4d5-a77d4a683ded","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 14:06:34""","""2019:11:07 14:06:40""","10"
"698de215-811b-459e-8f5a-e5d6962b936b","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 14:32:02""","""2019:11:07 14:32:07""","10"
"ef7e3acf-e3f5-4197-b6fe-05fdba5864b6","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 14:34:26""","""2019:11:07 14:34:31""","10"
"c2fe0a4f-2b17-48b4-8b26-df0826b10314","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 15:07:34""","""2019:11:07 15:07:40""","10"
"b91067c7-1702-4fe7-9139-e833d3d143f5","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 15:14:39""","""2019:11:07 15:14:45""","10"
"2ba76005-d63a-4ac7-86f8-5c07dad7e664","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 15:19:55""","""2019:11:07 15:20:01""","10"
"2ab6d2b2-74de-42c9-b9fe-e5a71f2b5f4d","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 15:24:15""","""2019:11:07 15:26:59""","40"
"d93dd4e8-971a-4e74-af47-b360307b949a","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 15:32:23""","""2019:11:07 15:32:29""","10"
"76dc2b0f-e7d4-4087-bd5b-573d80016c09","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 15:35:35""","""2019:11:07 15:35:40""","10"
"abcf1ae3-6a49-44f3-b3c6-166d53b99851","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 16:07:05""","""2019:11:07 16:07:57""","30"
"fc7ea9d0-62f0-4cfd-a7ec-208ff7c0955a","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:07 16:10:59""","""2019:11:07 16:11:03""","10"
"2af95836-4213-4f78-a7a1-fa6c6e6aa69f","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:07 16:57:37""","""2019:11:07 16:57:42""","10"
"cf0857cf-16e0-44f9-9253-a915f148e0f4","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:07 17:32:26""","""2019:11:07 17:32:32""","10"
"9881a0b9-f76b-418e-9ab3-cbdb12504e40","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:07 22:57:56""","""2019:11:07 22:58:03""","10"
"4294cf58-8b17-409c-a7d6-8c2f35312a6b","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 01:57:00""","""2019:11:08 01:57:06""","10"
"32b708c4-db6e-41bc-9f56-605db387a022","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 02:19:47""","""2019:11:08 02:19:52""","10"
"63e3232f-8104-4cdf-9f66-12264cdb4865","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 02:52:04""","""2019:11:08 02:52:09""","10"
"c8d4ce65-6174-4689-9aa3-88b29b35711b","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 03:00:13""","""2019:11:08 03:00:19""","10"
"7398d14c-70e9-4e87-9cf4-0159b712e135","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 03:46:53""","""2019:11:08 03:46:59""","10"
"03caeb16-1e3c-49fa-a328-c6efa3086a34","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 07:10:51""","""2019:11:08 07:12:36""","20"
"978245f2-f7da-4bcb-aa27-35439ddfc7a1","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:08 09:07:00""","""2019:11:08 09:07:06""","10"
"f6ab8840-de25-4736-b9a8-e6c4a17d1c90","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:08 11:27:00""","""2019:11:08 11:27:06""","10"
"a0be4e8c-2065-4f31-abc1-b831dab38359","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:08 11:51:35""","""2019:11:08 11:51:41""","10"
"81aadd2a-fa8e-444b-be01-f8caf5133ea5","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:08 13:29:04""","""2019:11:08 13:29:14""","20"
"167c776a-ec4f-4a02-adeb-75d4f28e3477","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 17:32:09""","""2019:11:08 17:32:14""","10"
"533e936b-3b3c-4fa1-bd35-04759a046746","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 18:20:36""","""2019:11:08 18:20:41""","10"
"554cb1bb-83f8-4893-a0cc-6011b94ff331","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 18:48:40""","""2019:11:08 18:48:46""","10"
"2953063f-7e55-4891-9b4a-24cced3f6e02","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:08 19:04:32""","""2019:11:08 19:12:30""","150"
"14bb4764-f58c-40b9-80df-fed4fb146501","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 07:22:10""","""2019:11:09 07:22:16""","10"
"41b219e3-8f9e-4e5b-8ac7-7e6af02be3c1","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 10:59:59""","""2019:11:09 11:00:05""","10"
"7c6b5c12-0315-4211-b318-b80e0cb442f5","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 11:46:51""","""2019:11:09 11:57:14""","310"
"dabf83b0-be89-41ab-bffe-c42c44532aaf","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 12:11:17""","""2019:11:09 12:11:22""","10"
"f8684b1c-28bf-4397-82ae-fd7b9e53edd2","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 12:34:59""","""2019:11:09 12:41:08""","270"
"55c6fadc-900c-4859-8532-0bc26fbc8353","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 12:43:23""","""2019:11:09 12:45:32""","50"
"0e54c1c8-ff51-493d-9b4b-cb5cfd3af390","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 12:51:38""","""2019:11:09 12:58:40""","120"
"805b5e4b-3155-4785-aae3-62f492c7b8bd","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:09 13:19:31""","""2019:11:09 13:32:05""","820"
"62130c6d-f408-42be-8d42-ac2721e419bb","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 16:59:09""","""2019:11:09 16:59:20""","20"
"74d13461-f788-4d11-89d5-f9638302c04e","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 17:21:42""","""2019:11:09 17:22:00""","20"
"bed48000-9903-48c8-ad3d-b2c7e1fcf21d","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 18:18:34""","""2019:11:09 18:18:39""","10"
"db23c081-f73c-4daa-8c88-46768401fa5b","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 19:21:47""","""2019:11:09 19:21:53""","10"
"c2a3f2a8-7a69-4255-b9c6-70e973446faf","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 20:54:40""","""2019:11:09 20:54:45""","10"
"ef04a623-a553-4e0a-924b-642fb62fd69c","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 21:07:16""","""2019:11:09 21:07:23""","10"
"9bcdef95-9656-422d-94bb-1573b00415b9","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 22:45:32""","""2019:11:09 22:45:38""","10"
"26d8a5bc-ee67-4346-8ede-680ade373327","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:09 23:35:59""","""2019:11:09 23:36:05""","10"
"111c30e5-5829-4b0c-8820-c6173d7dede4","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 01:10:14""","""2019:11:10 01:10:51""","30"
"5194bced-a87e-4b38-ab8c-c25b7aace02d","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 01:18:58""","""2019:11:10 01:19:06""","10"
"0f91e520-f0c1-4222-a30c-dfbcc45096e3","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 02:22:41""","""2019:11:10 02:22:46""","10"
"30bdc2ca-367d-430b-805d-54690ae81f6b","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 02:26:12""","""2019:11:10 02:26:29""","20"
"c850435d-bb56-47f2-a855-ad6c3db39c69","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 03:13:36""","""2019:11:10 03:14:40""","30"
"d28ca442-83d7-4c0e-99ff-92ff5e8d6890","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 03:22:07""","""2019:11:10 03:22:13""","10"
"6b6273e2-b303-4747-8a69-5b409043095c","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 04:02:31""","""2019:11:10 04:02:39""","10"
"72d9dcff-bb21-40be-9887-3bcfea0b4afc","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 04:07:26""","""2019:11:10 04:07:31""","10"
"e9bf35e0-590d-4023-9aca-665c15a6994e","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 04:13:38""","""2019:11:10 04:15:16""","30"
"7c2509ae-2497-42d9-b4e2-e4ac2c097916","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 04:24:43""","""2019:11:10 04:24:49""","10"
"ec4f74eb-a04c-4764-8e7e-ebbf1dd9d712","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 04:50:39""","""2019:11:10 04:50:45""","10"
"a470191a-86dc-4c74-be2e-ecd854f9783d","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 07:14:25""","""2019:11:10 07:14:40""","20"
"d5b3b14f-a4a6-4f70-86d8-d034bab85b2f","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 07:28:12""","""2019:11:10 07:28:17""","10"
"5ec69ee8-2ef1-4063-9ba7-7981d2319b34","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:10 11:52:15""","""2019:11:10 11:53:08""","70"
"fa54461f-a82e-4a49-a2d1-7bcc5ea55c17","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:10 12:53:00""","""2019:11:10 12:56:58""","90"
"d727fca4-075f-4b84-a5e3-8f8628a3419f","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:10 13:24:49""","""2019:11:10 13:24:54""","10"
"9cf7005d-8f88-4db3-9e73-ba972ed919fe","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:11 07:31:11""","""2019:11:11 07:31:17""","10"
"a311669a-264f-42a8-b005-387d523ad198","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:10 13:27:45""","""2019:11:10 13:28:03""","30"
"027cbc15-4595-46e9-9cc1-44c068105e58","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 17:30:02""","""2019:11:10 17:30:08""","10"
"5b4797d2-742a-4f5b-bb3a-cea856f5cc58","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 19:30:11""","""2019:11:10 19:30:16""","10"
"1cdaf882-788b-4a02-ad02-7ae2e089d6c3","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 20:08:05""","""2019:11:10 20:08:11""","10"
"8f0d518b-063c-42d5-9aed-5d79e601d41b","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 22:44:26""","""2019:11:10 22:44:36""","10"
"8107664b-cebe-4f03-898a-d0ee6cbce116","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:10 22:47:36""","""2019:11:10 22:47:42""","10"
"3b4207cf-4c3d-4f86-8a95-73066835bcbd","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:11 01:17:07""","""2019:11:11 01:17:13""","10"
"9a6d31ff-ab46-435c-94f2-91cae364d9f2","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:11 02:14:42""","""2019:11:11 02:14:47""","10"
"dcdc6382-c465-4e6c-a643-a068de111396","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:11 03:29:58""","""2019:11:11 03:30:05""","10"
"cdb767a7-7aaa-4753-8cb3-11958d5cabaa","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:11 04:54:43""","""2019:11:11 04:54:48""","10"
"fed25306-2dc0-41d0-a8db-48a31d93a276","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:12 03:44:07""","""2019:11:12 03:44:14""","10"
"c6bb3299-471c-44b4-82bd-e29197520b2c","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:12 04:20:16""","""2019:11:12 04:20:22""","10"
"9f477b85-7ef2-4b68-b18e-5736e196c19a","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO",,,,"""2019:11:12 04:29:01""","""2019:11:12 04:29:10""","10"
"e7638a2f-9860-4b82-97f6-c6ac32361514","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:12 11:00:11""","""2019:11:12 11:01:52""","70"
"ce20b1aa-bc93-435b-b616-cc3f587f91eb","6ae9c58d-d9e8-45d6-9f78-a0fc87dc10ef","Mica Sint-Laureins Vrouwkeshoekkreek","MICA - Muskusrat - INBO- Lifewatch  - Management of invasive Muskrat  Coypu in Europe","INBO","true","false","false","""2019:11:12 11:42:11""","""2019:11:12 11:57:42""","1279"
